Date,Revenue,COGS,web_sessions,web_visitors,web_pageviews,inv_avg_stock,inv_units_sold,inv_stockout_count,order_count,is_promo_active,active_promo_count
2014-05-29,12708438.64,10157319.36,30992.0,23883.0,135079.0,0.0,0.0,0.0,558,0,0
2014-05-30,13573669.01,10729950.95,28560.0,22570.0,116268.0,0.0,0.0,0.0,598,0,0
2014-05-31,12424970.9,9985304.33,27754.0,22518.0,120629.0,123.27218934911242,14213.0,356.0,513,0,0
2014-06-01,11536710.05,9170211.02,28531.0,21625.0,139896.0,0.0,0.0,0.0,465,0,0
2014-06-02,10120772.07,8076952.84,29119.0,22466.0,98811.0,0.0,0.0,0.0,379,0,0
2014-06-03,7433951.35,5784897.37,27485.0,21760.0,92388.0,0.0,0.0,0.0,283,0,0
2014-06-04,6422990.57,5214120.6,31372.0,24682.0,167700.0,0.0,0.0,0.0,221,0,0
2014-06-05,4701261.04,3843536.1,30289.0,22112.0,134531.0,0.0,0.0,0.0,143,0,0
2014-06-06,4455750.46,3475184.85,27136.0,22179.0,118099.0,0.0,0.0,0.0,179,0,0
2014-06-07,5291724.53,4145797.41,31059.0,24129.0,145769.0,0.0,0.0,0.0,194,0,0
2014-06-08,5672479.42,4555972.93,28049.0,20529.0,129406.0,0.0,0.0,0.0,206,0,0
2014-06-09,5745736.68,4655455.78,30401.0,24133.0,102124.0,0.0,0.0,0.0,240,0,0
2014-06-10,8176131.42,6751336.8,27671.0,21455.0,121832.0,0.0,0.0,0.0,320,0,0
2014-06-11,6815089.25,5416132.65,31871.0,24543.0,140141.0,0.0,0.0,0.0,269,0,0
2014-06-12,6198469.27,4930278.7,29120.0,22829.0,145416.0,0.0,0.0,0.0,233,0,0
2014-06-13,5808360.57,4689299.84,30261.0,22465.0,108371.0,0.0,0.0,0.0,218,0,0
2014-06-14,6159350.48,4887308.6,29999.0,23096.0,122404.0,0.0,0.0,0.0,238,0,0
2014-06-15,6251988.62,5001362.67,31223.0,24204.0,133930.0,0.0,0.0,0.0,233,0,0
2014-06-16,7506669.47,5993922.63,23259.0,17230.0,110680.0,0.0,0.0,0.0,284,0,0
2014-06-17,7985873.38,6364228.97,29091.0,23029.0,108429.0,0.0,0.0,0.0,331,0,0
2014-06-18,6928139.58,5573372.83,22476.0,18096.0,93356.0,0.0,0.0,0.0,291,0,0
2014-06-19,5160401.64,4101123.87,27866.0,22727.0,95424.0,0.0,0.0,0.0,206,0,0
2014-06-20,5726955.46,4649863.18,30816.0,22914.0,118380.0,0.0,0.0,0.0,230,0,0
2014-06-21,5534870.9,4397465.45,30622.0,21512.0,112749.0,0.0,0.0,0.0,230,0,0
2014-06-22,6871043.81,5449439.25,30032.0,21674.0,142020.0,0.0,0.0,0.0,261,0,0
2014-06-23,7520898.79,6115811.37,28623.0,21810.0,155716.0,0.0,0.0,0.0,298,1,1
2014-06-24,8318751.36,7165579.48,31892.0,22653.0,153112.0,0.0,0.0,0.0,350,1,1
2014-06-25,7464560.81,6650267.82,30658.0,24091.0,153275.0,0.0,0.0,0.0,325,1,1
2014-06-26,5465498.81,5160550.9,28821.0,20469.0,104924.0,0.0,0.0,0.0,232,1,1
2014-06-27,6215342.27,5942103.5,31165.0,23193.0,117512.0,0.0,0.0,0.0,263,1,1
2014-06-28,6715989.51,6489880.35,28913.0,20500.0,128800.0,0.0,0.0,0.0,330,1,1
2014-06-29,10967240.25,10676762.03,30012.0,24306.0,121789.0,0.0,0.0,0.0,541,1,1
2014-06-30,8960784.4,8779889.34,25122.0,18170.0,93098.0,127.05788423153693,11799.0,330.0,481,1,1
2014-07-01,9836345.7,9652958.13,24118.0,17786.0,127394.0,0.0,0.0,0.0,470,1,1
2014-07-02,8037264.4,7829854.35,22829.0,18044.0,88984.0,0.0,0.0,0.0,407,1,1
2014-07-03,6599126.14,6280312.35,24291.0,19783.0,87191.0,0.0,0.0,0.0,313,1,1
2014-07-04,1539342.27,1546984.48,19697.0,15074.0,67832.0,0.0,0.0,0.0,67,1,1
2014-07-05,2247607.0,2088267.2,21042.0,16132.0,91459.0,0.0,0.0,0.0,83,1,1
2014-07-06,2992177.47,2950653.66,23161.0,17499.0,106661.0,0.0,0.0,0.0,133,1,1
2014-07-07,3321041.63,3237780.91,23149.0,17267.0,116966.0,0.0,0.0,0.0,166,1,1
2014-07-08,4389991.98,4344681.53,25383.0,19953.0,98382.0,0.0,0.0,0.0,186,1,1
2014-07-09,5089459.45,5002533.36,21166.0,17277.0,101109.0,0.0,0.0,0.0,227,1,1
2014-07-10,5277348.24,5193788.09,24785.0,18490.0,130982.0,0.0,0.0,0.0,238,1,1
2014-07-11,3680744.54,3649066.92,23966.0,18867.0,81909.0,0.0,0.0,0.0,160,1,1
2014-07-12,3635150.5,3488161.59,23198.0,18905.0,106668.0,0.0,0.0,0.0,177,1,1
2014-07-13,4538183.38,4461396.49,21016.0,15177.0,112942.0,0.0,0.0,0.0,202,1,1
2014-07-14,4180514.48,4093927.18,22862.0,18719.0,90583.0,0.0,0.0,0.0,209,1,1
2014-07-15,4729914.86,4685468.3,23206.0,18797.0,74689.0,0.0,0.0,0.0,226,1,1
2014-07-16,5725200.44,5688906.29,25448.0,19172.0,86877.0,0.0,0.0,0.0,291,1,1
2014-07-17,5475110.93,5378778.65,24173.0,17451.0,106949.0,0.0,0.0,0.0,260,1,1
2014-07-18,4518235.32,4447047.74,22467.0,16175.0,105153.0,0.0,0.0,0.0,220,1,1
2014-07-19,4203668.56,3770693.84,19637.0,14226.0,102829.0,0.0,0.0,0.0,188,1,1
2014-07-20,4322625.55,3600969.69,23071.0,16745.0,125329.0,0.0,0.0,0.0,182,1,1
2014-07-21,4796649.21,3768111.9,23563.0,16839.0,117759.0,0.0,0.0,0.0,193,1,1
2014-07-22,6208113.76,5011530.91,20852.0,16050.0,98954.0,0.0,0.0,0.0,257,1,1
2014-07-23,7566031.17,5950276.5,20563.0,16788.0,99371.0,0.0,0.0,0.0,292,0,0
2014-07-24,5905615.09,4674430.56,20142.0,15456.0,101375.0,0.0,0.0,0.0,252,0,0
2014-07-25,4437108.92,3571085.86,23097.0,18708.0,79029.0,0.0,0.0,0.0,179,0,0
2014-07-26,4875867.56,3838617.04,24247.0,19552.0,103070.0,0.0,0.0,0.0,205,0,0
2014-07-27,4695097.96,3728682.43,21988.0,16247.0,95568.0,0.0,0.0,0.0,211,0,0
2014-07-28,5659848.32,4577648.87,22670.0,15945.0,97809.0,0.0,0.0,0.0,227,0,0
2014-07-29,8325936.32,6673852.31,18711.0,13949.0,72733.0,0.0,0.0,0.0,324,0,0
2014-07-30,9849002.97,7950504.57,24281.0,17908.0,81246.0,0.0,0.0,0.0,392,0,0
2014-07-31,12499623.55,10113088.37,19708.0,14084.0,101207.0,134.83877551020407,10712.0,335.0,513,0,0
2014-08-01,10268362.3,8266400.63,24466.0,19362.0,115362.0,0.0,0.0,0.0,400,0,0
2014-08-02,9437585.35,7486465.1,24590.0,19673.0,104410.0,0.0,0.0,0.0,365,0,0
2014-08-03,8311634.97,6613684.99,27896.0,22287.0,129445.0,0.0,0.0,0.0,353,0,0
2014-08-04,7920532.02,6253439.86,25170.0,19950.0,101848.0,0.0,0.0,0.0,272,0,0
2014-08-05,4783590.74,3865614.98,25018.0,19903.0,86055.0,0.0,0.0,0.0,165,0,0
2014-08-06,5768372.14,4433911.0,23442.0,17709.0,121906.0,0.0,0.0,0.0,220,0,0
2014-08-07,4368310.48,3451434.03,23454.0,18090.0,102654.0,0.0,0.0,0.0,174,0,0
2014-08-08,2772020.29,2220747.24,23334.0,18245.0,121130.0,0.0,0.0,0.0,104,0,0
2014-08-09,3001539.63,2354553.12,25341.0,20285.0,126650.0,0.0,0.0,0.0,128,0,0
2014-08-10,3823485.27,3003127.77,29231.0,23328.0,140174.0,0.0,0.0,0.0,152,0,0
2014-08-11,4332284.65,3523421.42,23585.0,17452.0,106386.0,0.0,0.0,0.0,155,0,0
2014-08-12,4968367.41,3950793.43,26756.0,19620.0,99842.0,0.0,0.0,0.0,199,0,0
2014-08-13,5893608.69,4708354.21,27052.0,21739.0,105616.0,0.0,0.0,0.0,250,0,0
2014-08-14,5049141.59,3986642.15,24462.0,18052.0,95230.0,0.0,0.0,0.0,223,0,0
2014-08-15,4964547.64,3886890.99,26593.0,20242.0,111317.0,0.0,0.0,0.0,193,0,0
2014-08-16,4183136.08,3312917.75,23490.0,18504.0,108705.0,0.0,0.0,0.0,163,0,0
2014-08-17,4553293.21,3569236.73,27595.0,19440.0,123897.0,0.0,0.0,0.0,188,0,0
2014-08-18,3852897.93,3032853.62,24284.0,18786.0,92056.0,0.0,0.0,0.0,177,0,0
2014-08-19,5491853.95,4329773.16,27530.0,20093.0,130665.0,0.0,0.0,0.0,222,0,0
2014-08-20,6252896.94,5003338.92,26262.0,21171.0,141919.0,0.0,0.0,0.0,244,0,0
2014-08-21,5420386.94,4272987.79,24400.0,18452.0,124494.0,0.0,0.0,0.0,196,0,0
2014-08-22,3980335.94,3221586.25,27609.0,20885.0,122171.0,0.0,0.0,0.0,142,0,0
2014-08-23,3604919.44,2824202.4,20691.0,14501.0,70328.0,0.0,0.0,0.0,141,0,0
2014-08-24,3975022.95,3208598.81,24220.0,16963.0,109986.0,0.0,0.0,0.0,171,0,0
2014-08-25,4982068.72,3931111.8,22239.0,17722.0,121773.0,0.0,0.0,0.0,192,0,0
2014-08-26,5315751.01,4151656.84,26573.0,21345.0,139315.0,0.0,0.0,0.0,225,0,0
2014-08-27,7880420.55,6267001.76,24745.0,19165.0,121324.0,0.0,0.0,0.0,309,0,0
2014-08-28,13900846.53,11188888.43,24844.0,17570.0,112442.0,0.0,0.0,0.0,587,0,0
2014-08-29,12683009.27,10136587.4,21406.0,16216.0,91997.0,0.0,0.0,0.0,569,0,0
2014-08-30,11574198.37,9088009.4,24035.0,19477.0,110772.0,0.0,0.0,0.0,468,1,1
2014-08-31,11951398.65,9415326.58,26386.0,21171.0,93476.0,131.53398058252426,11887.0,333.0,460,1,1
2014-09-01,10306541.25,8432677.93,15632.0,12444.0,65725.0,0.0,0.0,0.0,387,1,1
2014-09-02,1980913.22,1699049.31,17927.0,14108.0,89498.0,0.0,0.0,0.0,77,1,1
2014-09-03,2013419.84,1783705.47,18132.0,12780.0,84311.0,0.0,0.0,0.0,69,1,1
2014-09-04,2079554.62,1858190.69,18744.0,14326.0,80286.0,0.0,0.0,0.0,80,1,1
2014-09-05,3009749.32,2650108.54,16761.0,12802.0,82021.0,0.0,0.0,0.0,106,1,1
2014-09-06,2651615.67,2379303.77,16392.0,12341.0,61013.0,0.0,0.0,0.0,112,1,1
2014-09-07,3257294.39,2733813.81,16882.0,11861.0,62446.0,0.0,0.0,0.0,135,1,1
2014-09-08,3789247.34,3234658.91,19692.0,14268.0,82611.0,0.0,0.0,0.0,148,1,1
2014-09-09,3050893.58,2636295.62,17866.0,13307.0,93827.0,0.0,0.0,0.0,126,1,1
2014-09-10,2734213.18,2344334.17,17022.0,12401.0,68700.0,0.0,0.0,0.0,119,1,1
2014-09-11,3603376.76,3063452.95,20363.0,16145.0,73927.0,0.0,0.0,0.0,154,1,1
2014-09-12,3387921.49,2941397.85,18930.0,14320.0,68622.0,0.0,0.0,0.0,137,1,1
2014-09-13,4488375.88,3882301.0,16596.0,12438.0,69578.0,0.0,0.0,0.0,188,1,1
2014-09-14,4664595.04,4241668.09,18068.0,14667.0,86883.0,0.0,0.0,0.0,205,1,1
2014-09-15,3434401.74,2989155.15,19576.0,15904.0,77829.0,0.0,0.0,0.0,171,1,1
2014-09-16,3499018.93,3094674.95,17833.0,13068.0,89080.0,0.0,0.0,0.0,133,1,1
2014-09-17,2159581.94,1891350.86,19329.0,15498.0,74137.0,0.0,0.0,0.0,114,1,1
2014-09-18,3245614.46,2827312.43,16909.0,12993.0,86844.0,0.0,0.0,0.0,143,1,1
2014-09-19,3152106.06,2800614.8,17146.0,12184.0,80820.0,0.0,0.0,0.0,143,1,1
2014-09-20,3934660.56,3508771.25,18727.0,13698.0,92596.0,0.0,0.0,0.0,171,1,1
2014-09-21,4973677.98,4472971.42,20058.0,16359.0,105471.0,0.0,0.0,0.0,207,1,1
2014-09-22,4691002.44,4096769.99,18738.0,14953.0,90705.0,0.0,0.0,0.0,208,1,1
2014-09-23,3267077.04,2950868.62,16222.0,11492.0,84429.0,0.0,0.0,0.0,130,1,1
2014-09-24,3651189.03,3193891.83,20395.0,14373.0,70771.0,0.0,0.0,0.0,150,1,1
2014-09-25,3991936.34,3513164.66,16861.0,12170.0,58732.0,0.0,0.0,0.0,179,1,1
2014-09-26,4802241.84,4364819.46,16789.0,12429.0,81845.0,0.0,0.0,0.0,212,1,1
2014-09-27,5922266.1,5104748.73,17582.0,13905.0,90452.0,0.0,0.0,0.0,337,1,1
2014-09-28,6894981.49,6104020.61,16535.0,13449.0,72467.0,0.0,0.0,0.0,335,1,1
2014-09-29,6358369.55,5385912.36,18334.0,14785.0,75135.0,0.0,0.0,0.0,324,1,1
2014-09-30,5625701.93,4992117.65,18116.0,14166.0,65756.0,142.6484210526316,7344.0,325.0,264,1,1
2014-10-01,4131059.59,3367707.8,13714.0,11107.0,47236.0,0.0,0.0,0.0,181,1,1
2014-10-02,2166020.29,1638411.83,14951.0,11807.0,64104.0,0.0,0.0,0.0,78,0,0
2014-10-03,2713373.58,2209685.83,14457.0,10862.0,65675.0,0.0,0.0,0.0,102,0,0
2014-10-04,3061013.56,2383424.37,17077.0,12974.0,80251.0,0.0,0.0,0.0,122,0,0
2014-10-05,3514973.01,2703049.67,15183.0,11554.0,55577.0,0.0,0.0,0.0,137,0,0
2014-10-06,4584954.57,3714150.0,12954.0,10312.0,70101.0,0.0,0.0,0.0,168,0,0
2014-10-07,3826571.36,3029706.85,17560.0,12448.0,82066.0,0.0,0.0,0.0,134,0,0
2014-10-08,3298742.48,2595357.42,15104.0,11381.0,75821.0,0.0,0.0,0.0,118,0,0
2014-10-09,2480246.09,1949299.28,14880.0,12129.0,63532.0,0.0,0.0,0.0,100,0,0
2014-10-10,3324677.65,2616526.38,13932.0,10677.0,45811.0,0.0,0.0,0.0,113,0,0
2014-10-11,3249272.4,2455378.82,15700.0,12404.0,51310.0,0.0,0.0,0.0,129,0,0
2014-10-12,3964814.61,3263898.52,13762.0,10895.0,57265.0,0.0,0.0,0.0,156,0,0
2014-10-13,5257692.13,4155288.51,15576.0,11706.0,80230.0,0.0,0.0,0.0,209,0,0
2014-10-14,5353820.23,4242284.88,12392.0,8920.0,40016.0,0.0,0.0,0.0,204,0,0
2014-10-15,3174858.73,2517101.9,14941.0,11279.0,74168.0,0.0,0.0,0.0,121,0,0
2014-10-16,3035433.21,2343522.12,16025.0,12454.0,81588.0,0.0,0.0,0.0,115,0,0
2014-10-17,3041887.24,2405340.07,12793.0,9282.0,56849.0,0.0,0.0,0.0,115,0,0
2014-10-18,3295901.64,2641429.14,15622.0,11140.0,65864.0,0.0,0.0,0.0,123,0,0
2014-10-19,3906454.96,3097527.04,14950.0,11746.0,62246.0,0.0,0.0,0.0,158,0,0
2014-10-20,4406719.83,3563304.85,14868.0,12106.0,79044.0,0.0,0.0,0.0,189,0,0
2014-10-21,4158469.93,3334418.16,15123.0,11498.0,74369.0,0.0,0.0,0.0,165,0,0
2014-10-22,3185076.38,2622321.88,15703.0,12727.0,57449.0,0.0,0.0,0.0,111,0,0
2014-10-23,3397945.31,2701811.9,14961.0,11645.0,61683.0,0.0,0.0,0.0,128,0,0
2014-10-24,2910624.78,2393219.16,14037.0,11129.0,57829.0,0.0,0.0,0.0,116,0,0
2014-10-25,3710088.5,3052761.25,14637.0,11786.0,73636.0,0.0,0.0,0.0,155,0,0
2014-10-26,3332635.64,2620840.72,13360.0,9804.0,50893.0,0.0,0.0,0.0,154,0,0
2014-10-27,5247620.14,4151809.58,15039.0,11386.0,50863.0,0.0,0.0,0.0,216,0,0
2014-10-28,6122484.1,4933576.08,14021.0,10144.0,72386.0,0.0,0.0,0.0,250,0,0
2014-10-29,6191276.35,4949513.22,15156.0,11304.0,81976.0,0.0,0.0,0.0,250,0,0
2014-10-30,6250389.79,4894988.48,11932.0,8733.0,43393.0,0.0,0.0,0.0,247,0,0
2014-10-31,4687679.79,3734196.88,12268.0,9791.0,56527.0,146.7136752136752,6936.0,325.0,207,0,0
2014-11-01,4474322.51,3463929.06,12350.0,9430.0,59845.0,0.0,0.0,0.0,173,0,0
2014-11-02,3503909.61,2759213.27,9858.0,7662.0,48176.0,0.0,0.0,0.0,123,0,0
2014-11-03,2511155.37,1925980.79,9271.0,7343.0,50990.0,0.0,0.0,0.0,104,0,0
2014-11-04,1758772.81,1413005.18,12479.0,9521.0,50077.0,0.0,0.0,0.0,64,0,0
2014-11-05,2080412.08,1649512.63,11136.0,8963.0,40264.0,0.0,0.0,0.0,82,0,0
2014-11-06,2338580.92,1815525.82,13338.0,9880.0,51475.0,0.0,0.0,0.0,91,0,0
2014-11-07,2391118.65,1914802.56,10458.0,7811.0,57426.0,0.0,0.0,0.0,81,0,0
2014-11-08,2603594.99,2058134.47,11955.0,8407.0,42948.0,0.0,0.0,0.0,118,0,0
2014-11-09,3896973.5,2948324.76,11303.0,8853.0,41316.0,0.0,0.0,0.0,169,0,0
2014-11-10,3578790.21,2955883.0,11746.0,8557.0,42791.0,0.0,0.0,0.0,164,0,0
2014-11-11,3265211.84,2544268.23,13374.0,10001.0,45285.0,0.0,0.0,0.0,116,0,0
2014-11-12,2687977.35,2131053.41,12915.0,9215.0,50492.0,0.0,0.0,0.0,126,0,0
2014-11-13,3661668.42,2973473.14,12214.0,9340.0,58391.0,0.0,0.0,0.0,124,0,0
2014-11-14,4104922.66,3206387.48,12350.0,9904.0,50649.0,0.0,0.0,0.0,163,0,0
2014-11-15,3332537.35,2666922.09,14001.0,10578.0,46627.0,0.0,0.0,0.0,158,0,0
2014-11-16,3926705.12,3165100.53,12751.0,9058.0,42064.0,0.0,0.0,0.0,159,0,0
2014-11-17,3901928.25,3135379.39,13636.0,10191.0,74385.0,0.0,0.0,0.0,150,0,0
2014-11-18,2299920.21,1777742.22,11650.0,9470.0,39351.0,0.0,0.0,0.0,103,0,0
2014-11-19,2365334.24,2037392.28,14539.0,11513.0,63846.0,0.0,0.0,0.0,105,1,1
2014-11-20,2712056.74,2364468.06,11778.0,9547.0,62074.0,0.0,0.0,0.0,128,1,1
2014-11-21,2642726.69,2469983.77,14690.0,10969.0,49729.0,0.0,0.0,0.0,146,1,1
2014-11-22,2355839.63,2373102.5,11106.0,8861.0,43498.0,0.0,0.0,0.0,134,1,1
2014-11-23,2702782.41,2732923.6,11209.0,8434.0,45394.0,0.0,0.0,0.0,160,1,1
2014-11-24,2994851.12,2989623.83,11794.0,9133.0,54219.0,0.0,0.0,0.0,158,1,1
2014-11-25,1951300.95,1961306.08,13405.0,10873.0,69008.0,0.0,0.0,0.0,103,1,1
2014-11-26,3005133.94,3070985.43,13829.0,10685.0,63366.0,0.0,0.0,0.0,140,1,1
2014-11-27,4582936.62,4552287.3,11438.0,8649.0,52208.0,0.0,0.0,0.0,292,1,1
2014-11-28,3803816.23,3776489.22,11931.0,8377.0,47295.0,0.0,0.0,0.0,260,1,1
2014-11-29,3693923.36,3714680.69,13244.0,10019.0,49923.0,0.0,0.0,0.0,249,1,1
2014-11-30,4164373.0,4139199.1,12733.0,9914.0,61026.0,149.1159737417943,6656.0,302.0,278,1,1
2014-12-01,3293606.72,3371041.49,13705.0,9764.0,53255.0,0.0,0.0,0.0,203,1,1
2014-12-02,1913468.28,1934027.84,13930.0,10971.0,54294.0,0.0,0.0,0.0,90,1,1
2014-12-03,1725054.96,1639460.56,12384.0,9270.0,45118.0,0.0,0.0,0.0,79,1,1
2014-12-04,1490172.71,1377244.92,14206.0,10153.0,52846.0,0.0,0.0,0.0,88,1,1
2014-12-05,1855814.16,1814623.65,13501.0,10608.0,49671.0,0.0,0.0,0.0,98,1,1
2014-12-06,2498471.96,2457252.11,12995.0,9605.0,70307.0,0.0,0.0,0.0,130,1,1
2014-12-07,2209128.82,2214964.0,14178.0,10013.0,75929.0,0.0,0.0,0.0,147,1,1
2014-12-08,3029845.63,2938276.72,10946.0,7808.0,41963.0,0.0,0.0,0.0,192,1,1
2014-12-09,3265900.4,3069037.78,15116.0,10581.0,61132.0,0.0,0.0,0.0,180,1,1
2014-12-10,2659858.85,2559688.79,13155.0,10761.0,69185.0,0.0,0.0,0.0,141,1,1
2014-12-11,2499031.03,2479880.93,12828.0,10374.0,62511.0,0.0,0.0,0.0,133,1,1
2014-12-12,2451281.84,2348048.7,14397.0,10681.0,55748.0,0.0,0.0,0.0,142,1,1
2014-12-13,2618181.33,2655502.75,15411.0,12030.0,59202.0,0.0,0.0,0.0,162,1,1
2014-12-14,2868448.18,2822169.24,12133.0,9704.0,55972.0,0.0,0.0,0.0,180,1,1
2014-12-15,3675108.42,3622573.69,14071.0,10058.0,67194.0,0.0,0.0,0.0,240,1,1
2014-12-16,3587166.39,3452397.12,14337.0,11208.0,71824.0,0.0,0.0,0.0,247,1,1
2014-12-17,2950563.8,2911687.56,13526.0,9659.0,48171.0,0.0,0.0,0.0,197,1,1
2014-12-18,2684991.91,2614938.98,13579.0,10491.0,45698.0,0.0,0.0,0.0,183,1,1
2014-12-19,3424258.6,3465424.79,12495.0,9094.0,55293.0,0.0,0.0,0.0,219,1,1
2014-12-20,3898670.99,3764085.99,12762.0,9406.0,55784.0,0.0,0.0,0.0,257,1,1
2014-12-21,4372128.59,4286124.01,11970.0,8637.0,45192.0,0.0,0.0,0.0,307,1,1
2014-12-22,3430574.36,3435107.36,13175.0,10041.0,61750.0,0.0,0.0,0.0,306,1,1
2014-12-23,2791569.02,2665014.26,16728.0,12230.0,72737.0,0.0,0.0,0.0,247,1,1
2014-12-24,2610156.84,2591612.44,15005.0,11921.0,78947.0,0.0,0.0,0.0,198,1,1
2014-12-25,2573745.23,2584515.85,14984.0,11307.0,62313.0,0.0,0.0,0.0,211,1,1
2014-12-26,2922497.3,2877653.62,12836.0,10452.0,50229.0,0.0,0.0,0.0,240,1,1
2014-12-27,3575283.76,3538078.72,12176.0,9846.0,39355.0,0.0,0.0,0.0,285,1,1
2014-12-28,8484445.21,8405135.96,14412.0,11054.0,78580.0,0.0,0.0,0.0,567,1,1
2014-12-29,7063840.79,6908131.26,14420.0,11734.0,47763.0,0.0,0.0,0.0,538,1,1
2014-12-30,5708142.92,5488862.89,14751.0,11393.0,55478.0,0.0,0.0,0.0,418,1,1
2014-12-31,5625288.94,5528179.38,14154.0,10690.0,63205.0,150.331223628692,11368.0,309.0,402,1,1
2015-01-01,4576460.18,4315048.16,11938.0,9703.0,49079.0,0.0,0.0,0.0,305,1,1
2015-01-02,1625420.31,1281805.11,12631.0,8889.0,62686.0,0.0,0.0,0.0,62,1,1
2015-01-03,1176312.94,876576.96,11528.0,8833.0,40725.0,0.0,0.0,0.0,61,0,0
2015-01-04,2651400.23,2169221.09,10546.0,7828.0,51512.0,0.0,0.0,0.0,106,0,0
2015-01-05,2457539.39,1930809.0,11328.0,9200.0,48905.0,0.0,0.0,0.0,88,0,0
2015-01-06,1621284.62,1301383.65,9268.0,7471.0,38649.0,0.0,0.0,0.0,55,0,0
2015-01-07,1981408.07,1560596.56,10147.0,7857.0,33888.0,0.0,0.0,0.0,76,0,0
2015-01-08,1318438.15,1057739.56,8997.0,6847.0,34451.0,0.0,0.0,0.0,58,0,0
2015-01-09,2144901.8,1679915.91,12849.0,10119.0,58922.0,0.0,0.0,0.0,81,0,0
2015-01-10,1830727.22,1385986.39,11873.0,8645.0,64601.0,0.0,0.0,0.0,79,0,0
2015-01-11,3254430.17,2604455.39,11735.0,8824.0,58810.0,0.0,0.0,0.0,129,0,0
2015-01-12,2427966.79,1902989.93,12986.0,10533.0,59184.0,0.0,0.0,0.0,92,0,0
2015-01-13,2138729.21,1742327.89,11908.0,9263.0,38118.0,0.0,0.0,0.0,76,0,0
2015-01-14,2835456.9,2191456.13,12735.0,9340.0,50389.0,0.0,0.0,0.0,95,0,0
2015-01-15,2047933.05,1631831.77,12630.0,9430.0,45764.0,0.0,0.0,0.0,83,0,0
2015-01-16,2569213.44,2030636.7,11982.0,8884.0,42069.0,0.0,0.0,0.0,94,0,0
2015-01-17,2588700.22,2035239.72,10268.0,7696.0,50373.0,0.0,0.0,0.0,115,0,0
2015-01-18,3021302.7,2433685.6,10164.0,7618.0,54711.0,0.0,0.0,0.0,122,0,0
2015-01-19,2851705.68,2258471.9,11734.0,8493.0,49230.0,0.0,0.0,0.0,115,0,0
2015-01-20,2455411.13,1957537.38,10857.0,8425.0,50716.0,0.0,0.0,0.0,93,0,0
2015-01-21,2603856.87,2019373.54,11368.0,8795.0,37330.0,0.0,0.0,0.0,91,0,0
2015-01-22,2683523.21,2190572.01,12159.0,9424.0,53924.0,0.0,0.0,0.0,108,0,0
2015-01-23,2703262.73,2149537.87,13034.0,10656.0,62656.0,0.0,0.0,0.0,107,0,0
2015-01-24,4004609.82,3181968.24,12673.0,9972.0,52366.0,0.0,0.0,0.0,143,0,0
2015-01-25,4665645.74,3747345.78,10995.0,8907.0,48943.0,0.0,0.0,0.0,165,0,0
2015-01-26,4084367.08,3209020.3,12273.0,9523.0,52623.0,0.0,0.0,0.0,152,0,0
2015-01-27,3116141.82,2455632.77,12089.0,9078.0,39559.0,0.0,0.0,0.0,120,0,0
2015-01-28,4612174.41,3603868.33,12441.0,9685.0,50069.0,0.0,0.0,0.0,188,0,0
2015-01-29,5300109.93,4295752.25,12264.0,8882.0,42039.0,0.0,0.0,0.0,193,0,0
2015-01-30,4336302.07,3457573.62,11133.0,7908.0,44130.0,0.0,0.0,0.0,174,1,1
2015-01-31,4195901.17,3269383.7,10453.0,7595.0,51485.0,153.09251101321587,5216.0,321.0,180,1,1
2015-02-01,4977201.37,4063980.38,15593.0,11059.0,53441.0,0.0,0.0,0.0,186,1,1
2015-02-02,2901454.29,2325361.53,15910.0,13006.0,61981.0,0.0,0.0,0.0,98,1,1
2015-02-03,1779457.49,1427675.21,15721.0,11891.0,59210.0,0.0,0.0,0.0,71,1,1
2015-02-04,2496729.14,2129083.48,17552.0,12726.0,92236.0,0.0,0.0,0.0,99,1,1
2015-02-05,2500351.24,2064567.04,16196.0,12951.0,75150.0,0.0,0.0,0.0,86,1,1
2015-02-06,3457294.9,2699578.13,17363.0,13848.0,59004.0,0.0,0.0,0.0,115,1,1
2015-02-07,3570886.94,2952636.69,18408.0,14137.0,78214.0,0.0,0.0,0.0,142,1,1
2015-02-08,4197082.23,3455113.24,16090.0,12699.0,72582.0,0.0,0.0,0.0,160,1,1
2015-02-09,4490187.64,3675813.84,17476.0,12915.0,60213.0,0.0,0.0,0.0,140,1,1
2015-02-10,2813867.9,2247526.75,18527.0,13995.0,66887.0,0.0,0.0,0.0,118,1,1
2015-02-11,3311241.3,2623112.64,18408.0,14673.0,81784.0,0.0,0.0,0.0,123,1,1
2015-02-12,3468141.29,2797170.91,16304.0,13006.0,62018.0,0.0,0.0,0.0,132,1,1
2015-02-13,4164849.99,3458801.88,20518.0,15147.0,76117.0,0.0,0.0,0.0,152,1,1
2015-02-14,4312422.12,3541992.72,13711.0,9875.0,60627.0,0.0,0.0,0.0,171,1,1
2015-02-15,4757224.49,3925128.98,17280.0,12439.0,68446.0,0.0,0.0,0.0,201,1,1
2015-02-16,4817928.66,3988291.36,17693.0,12413.0,89965.0,0.0,0.0,0.0,219,1,1
2015-02-17,4293160.67,3537248.79,16802.0,12521.0,74388.0,0.0,0.0,0.0,142,1,1
2015-02-18,3209407.04,2685036.44,16725.0,12085.0,61913.0,0.0,0.0,0.0,135,1,1
